Domain,Have_IP,Have_At,URL_Length,URL_Depth,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
actionduchenne.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
preservationtexas.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
jstatsoft.org,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cbdoilreviewer.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
izone.az,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
robots-and-dragons.de,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
bell.tx.us,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
brewersassociation.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ipsc.ie,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ocean-institute.org,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ecl.com.cn,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hanilen.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
pozo-agua.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
camelbtc.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nursecompact.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
contadordeclicks.top,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nsmlouw.cn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nankankeiba.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ib-freiwilligendienste.de,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
lavenderhomefront.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
eurosegeln.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
unyh.ac.id,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
modazehradatr.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
cdrunn.shop,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
voditelruss.online,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
delmas.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yellow.com.mt,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
yrincelewasgiw.info,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
pmeb.eu,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
document-center.com,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
breakfixnow.com.sg,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
olimpiawodzislawslaski.pl,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nashvillewraps.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
thomasedison.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
highfidelity.pl,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
gattarella.it,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pdepend.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
micheleknight.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
bmrwddk.cn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
estepais.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
fylitcl7pf7kjqdduolqouaxtxbj5ing.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
itviec.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
appraisewine.com,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1xbet-gdw.top,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
atomix.co.jp,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
specsavers.co.nz,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
sportsheap.store,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
theisblog.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lettyskitchen.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
thcbulksupplies.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
murthy.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sanpablo.co,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
solulab.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
fmcsv.org.br,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
labodyarmor.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
openbadges.me,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
fva-assurance.fr,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
tukatech.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ebuyer.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aerc.kz,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
nhfishgame.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
bwo99nvd.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
belimers.ru,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
casinosite.link,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
guelphchinese.ca,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
alehb.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
jetcasino-mtp12.top,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
yoosung.link,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
itt-shop.bg,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
foodpantries.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
onco.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mahitisiri.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
cs963.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
quiantella.it,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
webhoster-online.net,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
rox-casinos1.xyz,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
binor.pro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
colliervilleconcretecompany.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
bonagufen.com,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
yon.web.tr,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
fumuo.jp,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
babyworldtoy.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
biconet.bet,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pacifichorticulture.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tallnerk.ee,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alexanderkanevskyartistbiography.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1b26b6.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cdsp.de,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
slutsk24.by,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yourdog.co.uk,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
acseine.co.jp,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
filson.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
viewconference.it,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
botmone.site,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
prairiesouth.ca,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
jaanuescorts.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
seobatch61.ml,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
vivi.clinic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rajasensa.info,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
social-medialink.com,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
evotor.tech,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kdnp.hu,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
krameterhof.at,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
toor.jp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
prostitutkigo.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
rootsandblues.ca,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
azino777-eqr.top,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
spinlaunch.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
rozint.net,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bistum-wuerzburg.de,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
oom.com.sg,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
envyfashion.hu,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
resumenlatinoamericano.org,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
niteizechina.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0352.ua,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
amicamutualpavilion.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
testiny.be,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
cu.cc,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
parentingplans.org.za,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vedder-vedder.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
gxrszy.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
akom.org,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
xn--blhjskydebane-qfb00a.dk,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
paysite-cash.biz,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
oneimerys.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
dolnioblastvitkovice.cz,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ewtn.de,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
netwin.cn,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
merkatorgroup.pro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
casino-wulkan.site,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
ujianpkpps.com,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
khieudam.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
failblog.org,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lakejackson-tx.gov,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
shopthegreatescape.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
israeleconomy.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bnaturaloil.co.uk,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
finished.pics,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
esportecorrida.com.br,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ncacpa.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
nitroplus.co.jp,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
inspiredtaste.net,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
dnow.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
arrived.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
acrylicpools.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6677g.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
psoartef.top,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
bank1s.co.kr,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
atieva.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
codexpeed.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ghanaembassydc.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
publica-ctv.com,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
zdpods.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
wirelessasp.biz,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yyttrrvccxmm14.shop,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
unimol.it,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mydirtyhobby.de,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1xbet-sll.top,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
55plus-magazin.net,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
gopennymac.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
srxjdlo.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
montagut-xinhandong.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291bet.live,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
backofficestartpagina.nl,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
guvenilircasino-siteleri.com,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
wulkanhit.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
alphen-chaam.nl,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
casinox-ru.homes,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
lulac.org,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
circomedia.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
thetraveltimes.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
greytrix.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
paxil.cfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
airtek.tv,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
public.law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trampolineltd.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
fgf.com.br,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
digisac.biz,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mitarbeiterportal.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
iasj.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
switchsoku.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tourlane.fr,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
feenagri.top,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
shantui.kg,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
primosoft.ru,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
upwave.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
vetamed.ru,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
12ear.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fbf.com.bo,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
hartlongcentrum.nl,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
freshersweb.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
xn--80aaadyvbjochzridu5r.xn--p1ai,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
appraisalinstitute.org,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
faithfullyart.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
flex-kk.jp,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
petrovich.ru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sparc-robotics-portal.eu,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
linkabwin77.xyz,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
erhe.me,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
readyrefresh.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
m10s.io,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
homemakeronadime.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oppcdn.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
torgplus.by,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
prostats.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
afternoonvoice.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mrsince.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
directum24.ru,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
q90h8a49.top,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
uws.edu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
betsfactory.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
stthom.edu,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ygsvssp.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ibuypower.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
undangancinta.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
clear-political-fog.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
namchauresort.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
litextension.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
dagshub.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
spacenet.ru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
psa-invest.net,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
vwfs.it,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
medicalrealities.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
openeclass.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
twinks-movies.com,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
ruby-lang.org,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
nethosting24.de,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
malibucity.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
eroduma.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
costco.co.jp,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
beverageworld.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
centr-sadovoda.ru,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
tbpornvids.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
premierekorea.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
radioupdate.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
argylehaus.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ahpafa.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
xn--7-7sbmojbuit.com,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
earthboundfarm.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lecreuset.nl,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
leverkusen.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
findusajobs.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
bbqm166.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
phaserep.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
bv-osteopathie.de,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
superstock.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
puppyplaats.nl,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tfrysama.biz,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ahdingguan.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
betebetgiris.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
draplin.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vanguardtms.net,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
martraja.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
toyonaka-hall.jp,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
sysdc.ru,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
xmiom.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
glazboga.shop,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
plumplay.co.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3178slots1.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
russkiecasino.ru,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
figuremodel.de,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
123schoon.nl,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
compass-group.org.uk,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
webmajik2.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
onespotwebhost.com.au,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
atlaspost.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
gadgetofficials.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shinken.co.jp,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
transfer.su,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
aptera.us,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
presonus.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lappeenranta.fi,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
alertanacional.es,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
nnet.ne.jp,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
fcgo.gov.np,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
seasea.se,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
futlight.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
officetoip.com.br,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
cemevisa.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00gggr.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
theworldweekly.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ankh.com.hk,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
arcfn.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
loirts.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
kyxdjx.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
alishajain.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
galenleather.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7azino777.win,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
trackmaven.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
powermotiontech.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
faktykaliskie.info,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
elite-strategies.com,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
icuddg.cn,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
rdmgroup.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
pdb.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
s-tlp.co.jp,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
apointvr.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tspfkys.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
e-perimetron.org,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
xceedbillingsolutions.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chezbruce.co.uk,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ukhost4u.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thehawnfoundation.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
zp-news.ru,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
vegatv.fr,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
freshcasinoglass17.top,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
msc.es,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tk-akro.ru,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
jubao789.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
www.ferncooper.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
copagolbet.com,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
robaxin.cfd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eenaduclassifieds.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vikeji.cn,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
chosenfoods.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
debera.online,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alejandrorioja.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
chinookobserver.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
reade.nl,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
rimarts.co.jp,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
gamerzclass.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yunta.ru,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
taxissunbury.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
megacheck.vip,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
essayedgediscount.top,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
annamariaisland.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
deepbluewatches.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
itemscout.io,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
architectryan.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
icore.io,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
usabi.li,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
jifai.biz,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
boma.org,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
darpanfurnishings.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
athenabox.de,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
audde.in,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
xiaomengyoupin.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2dayfm.com.au,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
cloudimmunity.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
asuka-park.go.jp,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
stackmapintegration.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ansgear.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
bellethemagazine.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
serialai.ru,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
unmoozd.cn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
holycityhospitality.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
shonzone.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rostovklad.ru,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
filmesporno.com.br,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
telesone.space,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
solegro.de,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
lordfilm-8.biz,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
bmrs.de,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
goldenebro.pl,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
plumserver.de,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
domainsdata.org,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12321.cn,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
snap.market,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
